old_url,old_path,classification,redirect_line,redirect_status,new_target,target_exists,action
"https://oztimberfloor.com.au/product/luxury-hybrid-barcelona/","/product/luxury-hybrid-barcelona/","close topical match","221","301","/products/luxury-hybrid-barcelona/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-blackbutt/","/product/luxury-hybrid-blackbutt/","close topical match","213","301","/products/luxury-hybrid-blackbutt/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-florence/","/product/luxury-hybrid-florence/","close topical match","211","301","/products/luxury-hybrid-florence/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-hamburg/","/product/luxury-hybrid-hamburg/","close topical match","208","301","/products/luxury-hybrid-hamburg/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-kande-oak/","/product/luxury-hybrid-kande-oak/","close topical match","217","301","/products/luxury-hybrid-kande-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-london/","/product/luxury-hybrid-london/","close topical match","209","301","/products/luxury-hybrid-london/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-madrio/","/product/luxury-hybrid-madrio/","close topical match","210","301","/products/luxury-hybrid-madrio/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-milan/","/product/luxury-hybrid-milan/","close topical match","215","301","/products/luxury-hybrid-milan/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-moscow/","/product/luxury-hybrid-moscow/","close topical match","212","301","/products/luxury-hybrid-moscow/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-munich/","/product/luxury-hybrid-munich/","close topical match","216","301","/products/luxury-hybrid-munich/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-oslo/","/product/luxury-hybrid-oslo/","close topical match","214","301","/products/luxury-hybrid-oslo/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-paris/","/product/luxury-hybrid-paris/","close topical match","219","301","/products/luxury-hybrid-paris/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-spotted-gum/","/product/luxury-hybrid-spotted-gum/","close topical match","206","301","/products/luxury-hybrid-spotted-gum/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-vennice/","/product/luxury-hybrid-vennice/","close topical match","207","301","/products/luxury-hybrid-vennice/","true","301 redirect"
"https://oztimberfloor.com.au/product/luxury-hybrid-vienna/","/product/luxury-hybrid-vienna/","close topical match","218","301","/products/luxury-hybrid-vienna/","true","301 redirect"
"https://oztimberfloor.com.au/product/oakleaf-aspen-oak/","/product/oakleaf-aspen-oak/","close topical match","237","301","/products/oakleaf-aspen-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/oakleaf-blackbutt/","/product/oakleaf-blackbutt/","close topical match","236","301","/products/oakleaf-blackbutt/","true","301 redirect"
"https://oztimberfloor.com.au/product/oakleaf-classic-oak/","/product/oakleaf-classic-oak/","close topical match","228","301","/products/oakleaf-classic-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/oakleaf-imperial/","/product/oakleaf-imperial/","close topical match","235","301","/products/oakleaf-imperial/","true","301 redirect"
"https://oztimberfloor.com.au/product/oakleaf-ivory/","/product/oakleaf-ivory/","close topical match","231","301","/products/oakleaf-ivory/","true","301 redirect"
"https://oztimberfloor.com.au/product/oakleaf-limesmoke-oak/","/product/oakleaf-limesmoke-oak/","close topical match","229","301","/products/oakleaf-limesmoke-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/oakleaf-maritime/","/product/oakleaf-maritime/","close topical match","234","301","/products/oakleaf-maritime/","true","301 redirect"
"https://oztimberfloor.com.au/product/oakleaf-mystic-oak/","/product/oakleaf-mystic-oak/","close topical match","230","301","/products/oakleaf-mystic-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/oakleaf-nordic-oak/","/product/oakleaf-nordic-oak/","close topical match","233","301","/products/oakleaf-nordic-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/oakleaf-seashell-oak/","/product/oakleaf-seashell-oak/","close topical match","232","301","/products/oakleaf-seashell-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/oakleaf-spotted-gum/","/product/oakleaf-spotted-gum/","close topical match","239","301","/products/oakleaf-spotted-gum/","true","301 redirect"
"https://oztimberfloor.com.au/product/oakleaf-tawny-oak/","/product/oakleaf-tawny-oak/","close topical match","238","301","/products/oakleaf-tawny-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-como/","/product/ornato-como/","close topical match","358","301","/products/ornato-como/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-florence/","/product/ornato-florence/","close topical match","359","301","/products/ornato-florence/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-hybrid-coastal-blackbutt/","/product/ornato-hybrid-coastal-blackbutt/","close topical match","265","301","/products/ornato-hybrid-coastal-blackbutt/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-hybrid-cotton-oak/","/product/ornato-hybrid-cotton-oak/","close topical match","266","301","/products/ornato-hybrid-cotton-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-hybrid-ebony/","/product/ornato-hybrid-ebony/","close topical match","267","301","/products/ornato-hybrid-ebony/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-hybrid-oak-atlanta/","/product/ornato-hybrid-oak-atlanta/","close topical match","268","301","/products/ornato-hybrid-oak-atlanta/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-hybrid-oak-saffron/","/product/ornato-hybrid-oak-saffron/","close topical match","269","301","/products/ornato-hybrid-oak-saffron/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-hybrid-oak-sofia/","/product/ornato-hybrid-oak-sofia/","close topical match","270","301","/products/ornato-hybrid-oak-sofia/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-hybrid-oak-titanium/","/product/ornato-hybrid-oak-titanium/","close topical match","271","301","/products/ornato-hybrid-oak-titanium/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-hybrid-pearl-grey/","/product/ornato-hybrid-pearl-grey/","close topical match","272","301","/products/ornato-hybrid-pearl-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-hybrid-royal-oak/","/product/ornato-hybrid-royal-oak/","close topical match","273","301","/products/ornato-hybrid-royal-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-hybrid-seashell-white/","/product/ornato-hybrid-seashell-white/","close topical match","274","301","/products/ornato-hybrid-seashell-white/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-hybrid-spotted-gum/","/product/ornato-hybrid-spotted-gum/","close topical match","275","301","/products/ornato-hybrid-spotted-gum/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-hybrid-walnut-brown/","/product/ornato-hybrid-walnut-brown/","close topical match","276","301","/products/ornato-hybrid-walnut-brown/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-latina/","/product/ornato-latina/","close topical match","360","301","/products/ornato-latina/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-le-mans/","/product/ornato-le-mans/","close topical match","361","301","/products/ornato-le-mans/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-milan/","/product/ornato-milan/","close topical match","362","301","/products/ornato-milan/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-morlaix/","/product/ornato-morlaix/","close topical match","363","301","/products/ornato-morlaix/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-pau/","/product/ornato-pau/","close topical match","364","301","/products/ornato-pau/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-rome/","/product/ornato-rome/","close topical match","365","301","/products/ornato-rome/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-sienna/","/product/ornato-sienna/","close topical match","366","301","/products/ornato-sienna/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-tivoli/","/product/ornato-tivoli/","close topical match","367","301","/products/ornato-tivoli/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-tuscany/","/product/ornato-tuscany/","close topical match","368","301","/products/ornato-tuscany/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-umbrina/","/product/ornato-umbrina/","close topical match","369","301","/products/ornato-umbrina/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-verneto/","/product/ornato-verneto/","close topical match","370","301","/products/ornato-verneto/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-verona/","/product/ornato-verona/","close topical match","371","301","/products/ornato-verona/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-vichy/","/product/ornato-vichy/","close topical match","372","301","/products/ornato-vichy/","true","301 redirect"
"https://oztimberfloor.com.au/product/ornato-vittoria/","/product/ornato-vittoria/","close topical match","373","301","/products/ornato-vittoria/","true","301 redirect"
"https://oztimberfloor.com.au/product/pacific-blackbutt/","/product/pacific-blackbutt/","close topical match","324","301","/products/pacific-blackbutt/","true","301 redirect"
"https://oztimberfloor.com.au/product/pacific-spotted-gum/","/product/pacific-spotted-gum/","close topical match","326","301","/products/pacific-spotted-gum/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-classic-antique-oak/","/product/preference-classic-antique-oak/","close topical match","247","301","/products/classic-antique-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-classic-blackbutt/","/product/preference-classic-blackbutt/","close topical match","246","301","/products/classic-blackbutt/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-classic-brazillian-oak/","/product/preference-classic-brazillian-oak/","close topical match","245","301","/products/classic-brazillian-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-classic-brush-box/","/product/preference-classic-brush-box/","close topical match","244","301","/products/classic-brush-box/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-classic-euro-oak/","/product/preference-classic-euro-oak/","close topical match","243","301","/products/classic-euro-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-classic-kempas/","/product/preference-classic-kempas/","close topical match","248","301","/products/classic-kempas/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-classic-merbau/","/product/preference-classic-merbau/","close topical match","242","301","/products/classic-merbau/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-classic-spotted-gum/","/product/preference-classic-spotted-gum/","close topical match","241","301","/products/classic-spotted-gum/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-classic-walnut/","/product/preference-classic-walnut/","close topical match","240","301","/products/classic-walnut/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-fiddleback-backbutt-smooth-10-matte/","/product/preference-fiddleback-backbutt-smooth-10-matte/","close topical match","152","301","/products/fiddleback-backbutt-smooth-10-matte/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-fiddleback-blackbutt-brushed-matte/","/product/preference-fiddleback-blackbutt-brushed-matte/","close topical match","154","301","/products/fiddleback-blackbutt-brushed-matte/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-fiddleback-blackbutt-semi-gloss/","/product/preference-fiddleback-blackbutt-semi-gloss/","close topical match","149","301","/products/fiddleback-blackbutt-semi-gloss/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-fiddleback-spotted-gum-brush-matte/","/product/preference-fiddleback-spotted-gum-brush-matte/","close topical match","151","301","/products/fiddleback-spotted-gum-brush-matte/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-fiddleback-spotted-gum-smooth-10-matte/","/product/preference-fiddleback-spotted-gum-smooth-10-matte/","close topical match","153","301","/products/fiddleback-spotted-gum-smooth-10-matte/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-fiddleback-spotted-gum-smooth-semi-gloss/","/product/preference-fiddleback-spotted-gum-smooth-semi-gloss/","close topical match","150","301","/products/fiddleback-spotted-gum-smooth-semi-gloss/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-select-blackbutt/","/product/preference-select-blackbutt/","close topical match","205","301","/products/select-blackbutt/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-select-jarrah/","/product/preference-select-jarrah/","close topical match","202","301","/products/select-jarrah/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-select-spotted-gum/","/product/preference-select-spotted-gum/","close topical match","204","301","/products/select-spotted-gum/","true","301 redirect"
"https://oztimberfloor.com.au/product/preference-select-sydney-blue-gum/","/product/preference-select-sydney-blue-gum/","close topical match","203","301","/products/select-sydney-blue-gum/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-aged-oak/","/product/prestige-oak-aged-oak/","close topical match","443","301","/products/prestige-oak-aged-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-avola-natural/","/product/prestige-oak-avola-natural/","close topical match","423","301","/products/prestige-oak-avola-natural/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-black-fox/","/product/prestige-oak-black-fox/","close topical match","444","301","/products/prestige-oak-black-fox/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-bleached-driftwood/","/product/prestige-oak-bleached-driftwood/","close topical match","445","301","/products/prestige-oak-bleached-driftwood/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-cannes/","/product/prestige-oak-cannes/","close topical match","446","301","/products/prestige-oak-cannes/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-castle-grey/","/product/prestige-oak-castle-grey/","close topical match","436","301","/products/prestige-oak-castle-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-champagne/","/product/prestige-oak-champagne/","close topical match","447","301","/products/prestige-oak-champagne/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-chardonnay/","/product/prestige-oak-chardonnay/","close topical match","448","301","/products/prestige-oak-chardonnay/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-chestnut/","/product/prestige-oak-chestnut/","close topical match","424","301","/products/prestige-oak-chestnut/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-crema/","/product/prestige-oak-crema/","close topical match","449","301","/products/prestige-oak-crema/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-dark-brown/","/product/prestige-oak-dark-brown/","close topical match","425","301","/products/prestige-oak-dark-brown/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-derby-brown/","/product/prestige-oak-derby-brown/","close topical match","450","301","/products/prestige-oak-derby-brown/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-dover-grey/","/product/prestige-oak-dover-grey/","close topical match","451","301","/products/prestige-oak-dover-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-ebony/","/product/prestige-oak-ebony/","close topical match","426","301","/products/prestige-oak-ebony/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-espresso/","/product/prestige-oak-espresso/","close topical match","427","301","/products/prestige-oak-espresso/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-french-brown/","/product/prestige-oak-french-brown/","close topical match","452","301","/products/prestige-oak-french-brown/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-glacier/","/product/prestige-oak-glacier/","close topical match","453","301","/products/prestige-oak-glacier/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-grey-mist/","/product/prestige-oak-grey-mist/","close topical match","454","301","/products/prestige-oak-grey-mist/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-grey-wash/","/product/prestige-oak-grey-wash/","close topical match","428","301","/products/prestige-oak-grey-wash/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-grigio/","/product/prestige-oak-grigio/","close topical match","455","301","/products/prestige-oak-grigio/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-heritage-grey/","/product/prestige-oak-heritage-grey/","close topical match","429","301","/products/prestige-oak-heritage-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-hex-grey/","/product/prestige-oak-hex-grey/","close topical match","435","301","/products/prestige-oak-hex-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-iron-grey/","/product/prestige-oak-iron-grey/","close topical match","430","301","/products/prestige-oak-iron-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-latte/","/product/prestige-oak-latte/","close topical match","431","301","/products/prestige-oak-latte/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-limewash/","/product/prestige-oak-limewash/","close topical match","432","301","/products/prestige-oak-limewash/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-liquorice/","/product/prestige-oak-liquorice/","close topical match","433","301","/products/prestige-oak-liquorice/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-marble/","/product/prestige-oak-marble/","close topical match","434","301","/products/prestige-oak-marble/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-merlot/","/product/prestige-oak-merlot/","close topical match","456","301","/products/prestige-oak-merlot/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-mink-grey/","/product/prestige-oak-mink-grey/","close topical match","457","301","/products/prestige-oak-mink-grey/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-moonlight/","/product/prestige-oak-moonlight/","close topical match","458","301","/products/prestige-oak-moonlight/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-moscato/","/product/prestige-oak-moscato/","close topical match","459","301","/products/prestige-oak-moscato/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-parana/","/product/prestige-oak-parana/","close topical match","437","301","/products/prestige-oak-parana/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-semillon/","/product/prestige-oak-semillon/","close topical match","460","301","/products/prestige-oak-semillon/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-slate/","/product/prestige-oak-slate/","close topical match","461","301","/products/prestige-oak-slate/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-storm/","/product/prestige-oak-storm/","close topical match","438","301","/products/prestige-oak-storm/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-straw/","/product/prestige-oak-straw/","close topical match","439","301","/products/prestige-oak-straw/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-tan/","/product/prestige-oak-tan/","close topical match","440","301","/products/prestige-oak-tan/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-tokay/","/product/prestige-oak-tokay/","close topical match","462","301","/products/prestige-oak-tokay/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-vanilla/","/product/prestige-oak-vanilla/","close topical match","441","301","/products/prestige-oak-vanilla/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-white-sands/","/product/prestige-oak-white-sands/","close topical match","442","301","/products/prestige-oak-white-sands/","true","301 redirect"
"https://oztimberfloor.com.au/product/prestige-oak-white-wash/","/product/prestige-oak-white-wash/","close topical match","463","301","/products/prestige-oak-white-wash/","true","301 redirect"
"https://oztimberfloor.com.au/product/pronto-chesterfield/","/product/pronto-chesterfield/","close topical match","552","301","/products/pronto-chesterfield/","true","301 redirect"
"https://oztimberfloor.com.au/product/pronto-dockside/","/product/pronto-dockside/","close topical match","555","301","/products/pronto-dockside/","true","301 redirect"
"https://oztimberfloor.com.au/product/pronto-herringbone-chesterfield/","/product/pronto-herringbone-chesterfield/","close topical match","561","301","/products/pronto-herringbone-chesterfield/","true","301 redirect"
"https://oztimberfloor.com.au/product/pronto-herringbone-misty-cove/","/product/pronto-herringbone-misty-cove/","close topical match","559","301","/products/pronto-herringbone-misty-cove/","true","301 redirect"
"https://oztimberfloor.com.au/product/pronto-herringbone-parchment/","/product/pronto-herringbone-parchment/","close topical match","560","301","/products/pronto-herringbone-parchment/","true","301 redirect"
"https://oztimberfloor.com.au/product/pronto-herringbone-seafoam/","/product/pronto-herringbone-seafoam/","close topical match","562","301","/products/pronto-herringbone-seafoam/","true","301 redirect"
"https://oztimberfloor.com.au/product/pronto-herringbone-washed-pebble/","/product/pronto-herringbone-washed-pebble/","close topical match","563","301","/products/pronto-herringbone-washed-pebble/","true","301 redirect"
"https://oztimberfloor.com.au/product/pronto-parchment/","/product/pronto-parchment/","close topical match","554","301","/products/pronto-parchment/","true","301 redirect"
"https://oztimberfloor.com.au/product/pronto-portofino/","/product/pronto-portofino/","close topical match","551","301","/products/pronto-portofino/","true","301 redirect"
"https://oztimberfloor.com.au/product/pronto-river-sand/","/product/pronto-river-sand/","close topical match","556","301","/products/pronto-river-sand/","true","301 redirect"
"https://oztimberfloor.com.au/product/pronto-seafoam/","/product/pronto-seafoam/","close topical match","558","301","/products/pronto-seafoam/","true","301 redirect"
"https://oztimberfloor.com.au/product/pronto-washed-pebble/","/product/pronto-washed-pebble/","close topical match","553","301","/products/pronto-washed-pebble/","true","301 redirect"
"https://oztimberfloor.com.au/product/pronto-welsh-slate/","/product/pronto-welsh-slate/","close topical match","557","301","/products/pronto-welsh-slate/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-big-ben-p-h/","/product/range-aqua-wood-plus-12mm-big-ben-p-h/","close topical match","1036","301","/products/aqua-wood-plus-12mm-big-ben-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-black-sea-p-h/","/product/range-aqua-wood-plus-12mm-black-sea-p-h/","close topical match","1038","301","/products/aqua-wood-plus-12mm-black-sea-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-blackbutt-p-h/","/product/range-aqua-wood-plus-12mm-blackbutt-p-h/","close topical match","1040","301","/products/aqua-wood-plus-12mm-blackbutt-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-blue-mountain-p-h/","/product/range-aqua-wood-plus-12mm-blue-mountain-p-h/","close topical match","1042","301","/products/aqua-wood-plus-12mm-blue-mountain-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-bondi-p-h/","/product/range-aqua-wood-plus-12mm-bondi-p-h/","close topical match","1044","301","/products/aqua-wood-plus-12mm-bondi-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-brushbox-p-h/","/product/range-aqua-wood-plus-12mm-brushbox-p-h/","close topical match","1046","301","/products/aqua-wood-plus-12mm-brushbox-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-eiffel-tower/","/product/range-aqua-wood-plus-12mm-eiffel-tower/","close topical match","1048","301","/products/aqua-wood-plus-12mm-eiffel-tower/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-gold-coast/","/product/range-aqua-wood-plus-12mm-gold-coast/","close topical match","1050","301","/products/aqua-wood-plus-12mm-gold-coast/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-great-wall-p-h/","/product/range-aqua-wood-plus-12mm-great-wall-p-h/","close topical match","1052","301","/products/aqua-wood-plus-12mm-great-wall-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-habour-bridge-p-h/","/product/range-aqua-wood-plus-12mm-habour-bridge-p-h/","close topical match","1054","301","/products/aqua-wood-plus-12mm-habour-bridge-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-hawaii-p-h/","/product/range-aqua-wood-plus-12mm-hawaii-p-h/","close topical match","1056","301","/products/aqua-wood-plus-12mm-hawaii-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-hollywood-p-h/","/product/range-aqua-wood-plus-12mm-hollywood-p-h/","close topical match","1058","301","/products/aqua-wood-plus-12mm-hollywood-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-jarrah/","/product/range-aqua-wood-plus-12mm-jarrah/","close topical match","1060","301","/products/aqua-wood-plus-12mm-jarrah/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-merlion/","/product/range-aqua-wood-plus-12mm-merlion/","close topical match","1062","301","/products/aqua-wood-plus-12mm-merlion/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-mount-fuji/","/product/range-aqua-wood-plus-12mm-mount-fuji/","close topical match","1064","301","/products/aqua-wood-plus-12mm-mount-fuji/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-natural-oak-p-h/","/product/range-aqua-wood-plus-12mm-natural-oak-p-h/","close topical match","1066","301","/products/aqua-wood-plus-12mm-natural-oak-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-opera-house-p-h/","/product/range-aqua-wood-plus-12mm-opera-house-p-h/","close topical match","1068","301","/products/aqua-wood-plus-12mm-opera-house-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-pisa-p-h/","/product/range-aqua-wood-plus-12mm-pisa-p-h/","close topical match","1070","301","/products/aqua-wood-plus-12mm-pisa-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-spotted-gum-p-h/","/product/range-aqua-wood-plus-12mm-spotted-gum-p-h/","close topical match","1072","301","/products/aqua-wood-plus-12mm-spotted-gum-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-tas-oak/","/product/range-aqua-wood-plus-12mm-tas-oak/","close topical match","1074","301","/products/aqua-wood-plus-12mm-tas-oak/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-victoria-p-h/","/product/range-aqua-wood-plus-12mm-victoria-p-h/","close topical match","1076","301","/products/aqua-wood-plus-12mm-victoria-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-vienna-p-h/","/product/range-aqua-wood-plus-12mm-vienna-p-h/","close topical match","1078","301","/products/aqua-wood-plus-12mm-vienna-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-wall-street-p-h/","/product/range-aqua-wood-plus-12mm-wall-street-p-h/","close topical match","1080","301","/products/aqua-wood-plus-12mm-wall-street-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-aqua-wood-plus-12mm-walnut-p-h/","/product/range-aqua-wood-plus-12mm-walnut-p-h/","close topical match","1082","301","/products/aqua-wood-plus-12mm-walnut-p-and-h/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-botanica-alaska/","/product/range-botanica-alaska/","close topical match","1084","301","/products/botanica-alaska/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-botanica-arizona/","/product/range-botanica-arizona/","close topical match","1086","301","/products/botanica-arizona/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-botanica-austin/","/product/range-botanica-austin/","close topical match","1088","301","/products/botanica-austin/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-botanica-california/","/product/range-botanica-california/","close topical match","1090","301","/products/botanica-california/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-botanica-houston/","/product/range-botanica-houston/","close topical match","1092","301","/products/botanica-houston/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-botanica-oakland/","/product/range-botanica-oakland/","close topical match","1094","301","/products/botanica-oakland/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-botanica-orlando/","/product/range-botanica-orlando/","close topical match","1096","301","/products/botanica-orlando/","true","301 redirect"
"https://oztimberfloor.com.au/product/range-botanica-seattle/","/product/range-botanica-seattle/","close topical match","1098","301","/products/botanica-seattle/","true","301 redirect"
