old_url,old_path,classification,redirect_status,target,local_target_exists,chain
"https://oztimberfloor.com.au/products/topdeck-pantora-laminate-soft-pale/","/products/topdeck-pantora-laminate-soft-pale/","close topical match","301","/products/pantora-lifestyle-soft-pale/","true","/products/topdeck-pantora-laminate-soft-pale/ > /products/pantora-lifestyle-soft-pale/"
"https://oztimberfloor.com.au/products/topdeck-project-oak-black-amber/","/products/topdeck-project-oak-black-amber/","close topical match","301","/products/project-oak-black-amber/","true","/products/topdeck-project-oak-black-amber/ > /products/project-oak-black-amber/"
"https://oztimberfloor.com.au/products/topdeck-project-oak-charleston-oak/","/products/topdeck-project-oak-charleston-oak/","close topical match","301","/products/project-oak-charleston-oak/","true","/products/topdeck-project-oak-charleston-oak/ > /products/project-oak-charleston-oak/"
"https://oztimberfloor.com.au/products/topdeck-project-oak-chateau/","/products/topdeck-project-oak-chateau/","close topical match","301","/products/project-oak-chateau/","true","/products/topdeck-project-oak-chateau/ > /products/project-oak-chateau/"
"https://oztimberfloor.com.au/products/topdeck-project-oak-florence-oak/","/products/topdeck-project-oak-florence-oak/","close topical match","301","/products/project-oak-florence-oak/","true","/products/topdeck-project-oak-florence-oak/ > /products/project-oak-florence-oak/"
"https://oztimberfloor.com.au/products/topdeck-project-oak-hamilton-oak/","/products/topdeck-project-oak-hamilton-oak/","close topical match","301","/products/project-oak-hamilton-oak/","true","/products/topdeck-project-oak-hamilton-oak/ > /products/project-oak-hamilton-oak/"
"https://oztimberfloor.com.au/products/topdeck-project-oak-marrone-oak/","/products/topdeck-project-oak-marrone-oak/","close topical match","301","/products/project-oak-marrone-oak/","true","/products/topdeck-project-oak-marrone-oak/ > /products/project-oak-marrone-oak/"
"https://oztimberfloor.com.au/products/topdeck-project-oak-pearl-white/","/products/topdeck-project-oak-pearl-white/","close topical match","301","/products/project-oak-pearl-white/","true","/products/topdeck-project-oak-pearl-white/ > /products/project-oak-pearl-white/"
"https://oztimberfloor.com.au/products/topdeck-project-oak-prague-natural/","/products/topdeck-project-oak-prague-natural/","close topical match","301","/products/project-oak-prague-natural/","true","/products/topdeck-project-oak-prague-natural/ > /products/project-oak-prague-natural/"
"https://oztimberfloor.com.au/products/topdeck-project-oak-rome-grey/","/products/topdeck-project-oak-rome-grey/","close topical match","301","/products/project-oak-rome-grey/","true","/products/topdeck-project-oak-rome-grey/ > /products/project-oak-rome-grey/"
